sample	aliquot	type	injection	replicate	batch	order	datetime	compound	rt	area	compound_is	rt_is	area_is
s0044	s0044_a1	sample	1	a	1	36	2013-11-01 07:42:08:00	1-LG-Q	4.95176878316572	141187.445503447	2AG-ISTD	4.62683525828858	36793.1093119799
s0044	s0044_a1	sample	1	a	1	36	2013-11-01 07:42:08:00	1-OG-Q	6.19960680148169	687277.110999999	2AG-ISTD	4.62683525828858	36793.1093119799
s0044	s0044_a1	sample	1	a	1	36	2013-11-01 07:42:08:00	2-LG-Q	4.7302437335589	14405.4357214933	2AG-ISTD	4.62683525828858	36793.1093119799
s0038	s0038_a1	sample	1	a	1	37	2013-11-01 07:54:50:00	1-LG-Q	4.9530110524881	119026.08976214	2AG-ISTD	4.62915058440484	33040.7576228075
s0038	s0038_a1	sample	1	a	1	37	2013-11-01 07:54:50:00	1-OG-Q	6.19653040866978	663524.1055	2AG-ISTD	4.62915058440484	33040.7576228075
s0038	s0038_a1	sample	1	a	1	37	2013-11-01 07:54:50:00	2-LG-Q	4.71587702776361	15675.0221214906	2AG-ISTD	4.62915058440484	33040.7576228075
s0003	s0003_a1	sample	1	a	1	38	2013-11-01 08:07:31:00	1-LG-Q	4.95214300656325	102753.293593038	2AG-ISTD	4.62015973246355	36334.4211669143
s0003	s0003_a1	sample	1	a	1	38	2013-11-01 08:07:31:00	1-OG-Q	6.19308795893421	620703.078999997	2AG-ISTD	4.62015973246355	36334.4211669143
s0003	s0003_a1	sample	1	a	1	38	2013-11-01 08:07:31:00	2-LG-Q	4.71921364630775	9317.70833605281	2AG-ISTD	4.62015973246355	36334.4211669143
s0002	s0002_b1	sample	1	b	1	39	2013-11-01 08:20:13:00	1-LG-Q	4.95466379496817	205123.715295367	2AG-ISTD	4.63514687277348	31568.9114150661
s0002	s0002_b1	sample	1	b	1	39	2013-11-01 08:20:13:00	1-OG-Q	6.19840392918776	799917.953499996	2AG-ISTD	4.63514687277348	31568.9114150661
s0002	s0002_b1	sample	1	b	1	39	2013-11-01 08:20:13:00	2-LG-Q	4.71768893822641	23543.2582849433	2AG-ISTD	4.63514687277348	31568.9114150661
s0001_blank	s0001blank_a7	blank	7	a	1	40	2013-11-01 08:32:54:00	1-LG-Q	4.94003333333333	408.464416739475	2AG-ISTD	4.02012764401968	1052.96643426495
s0001_blank	s0001blank_a7	blank	7	a	1	40	2013-11-01 08:32:54:00	1-OG-Q	6.23346634958383	2516.99650000001	2AG-ISTD	4.02012764401968	1052.96643426495
s0001_blank	s0001blank_a7	blank	7	a	1	40	2013-11-01 08:32:54:00	2-LG-Q	4.6934056589491	533.074695722186	2AG-ISTD	4.02012764401968	1052.96643426495
s0001_qc	s0001qc_d2	qc	2	d	1	41	2013-11-01 08:45:36:00	1-LG-Q	4.95330459232979	229677.239781945	2AG-ISTD	4.62667046988902	33950.1992812193
s0001_qc	s0001qc_d2	qc	2	d	1	41	2013-11-01 08:45:36:00	1-OG-Q	6.19423519883305	928544.050500002	2AG-ISTD	4.62667046988902	33950.1992812193
s0001_qc	s0001qc_d2	qc	2	d	1	41	2013-11-01 08:45:36:00	2-LG-Q	4.7236914066992	25525.6574443608	2AG-ISTD	4.62667046988902	33950.1992812193
s0001_qc	s0001qc_f1	qc	1	f	1	42	2013-11-01 08:58:17:00	1-LG-Q	4.95337722034508	164935.763549032	2AG-ISTD	4.6315764847058	36007.1578284957
s0001_qc	s0001qc_f1	qc	1	f	1	42	2013-11-01 08:58:17:00	1-OG-Q	6.19241867149364	743343.980999993	2AG-ISTD	4.6315764847058	36007.1578284957
s0001_qc	s0001qc_f1	qc	1	f	1	42	2013-11-01 08:58:17:00	2-LG-Q	4.72673457557606	26820.7115323902	2AG-ISTD	4.6315764847058	36007.1578284957
s0001_blank	s0001blank_a8	blank	8	a	1	43	2013-11-01 09:10:58:00	1-LG-Q	4.95407034080632	908.019841123539	2AG-ISTD	4.82236336957888	640.987998516745
s0001_blank	s0001blank_a8	blank	8	a	1	43	2013-11-01 09:10:58:00	1-OG-Q	6.05359798923679	1827.0975	2AG-ISTD	4.82236336957888	640.987998516745
s0001_blank	s0001blank_a8	blank	8	a	1	43	2013-11-01 09:10:58:00	2-LG-Q	4.70486187796628	686.004397829894	2AG-ISTD	4.82236336957888	640.987998516745
s0001_qc	s0001qc_f2	qc	2	f	1	44	2013-11-01 09:23:40:00	1-LG-Q	4.95054843131339	213683.64285909	2AG-ISTD	4.62853695506698	35626.4445690335
s0001_qc	s0001qc_f2	qc	2	f	1	44	2013-11-01 09:23:40:00	1-OG-Q	6.19231435406864	882376.223999998	2AG-ISTD	4.62853695506698	35626.4445690335
s0001_qc	s0001qc_f2	qc	2	f	1	44	2013-11-01 09:23:40:00	2-LG-Q	4.71655197633672	32345.2304762196	2AG-ISTD	4.62853695506698	35626.4445690335
s0001_blank	s0001blank_a9	blank	9	a	1	45	2013-11-01 09:36:23:00	1-LG-Q	4.94261948902061	950.035898291464	2AG-ISTD	4.93742856478496	184.067831928745
