ID#	1							
Name	2_3-dinor-8-iso-PGF2a							
	Data Filename	Sample Type	Ret. Time	Area	S/N	ISTD Area	ISTD Ret.Time	Date Acquired
76	S105_B1.lcd	Unknown	3,833	252	19,71	7219	5,361	13/03/15 05:16
77	S106_A1.lcd	Unknown	3,85	1634	262,02	11281	5,368	13/03/15 05:30
78	S107_A1.lcd	Unknown	3,82	757	53,37	10672	5,405	13/03/15 18:42
79	S111_A1.lcd	Unknown	3,844	160	15,09	2550	5,297	13/03/15 03:21
80	S116_A1.lcd	Unknown	3,812	452	43,45	9897	5,331	13/03/15 10:19
81	S117_A1.lcd	Unknown	3,823	744	82,86	8416	5,335	13/03/15 14:38
82	S118_A1.lcd	Unknown	3,824	638	42,15	33661	4,998	13/03/15 11:02
83	S124_A1.lcd	Unknown	3,818	733	53,84	2962	5,252	13/03/15 13:11
84	S130_A1.lcd	Unknown	-----	-----	-----	11358	5,341	13/03/15 17:45
85	S130_B1.lcd	Unknown	-----	-----	-----	10233	5,379	13/03/15 03:06
86	S132_A1.lcd	Unknown	3,806	231	24,93	12818	5,318	13/03/15 11:16
87	S132_B1.lcd	Unknown	3,833	359	31,56	10062	5,349	13/03/15 09:21
88	S134_A1.lcd	Unknown	3,831	229	10,64	11160	5,286	13/03/15 02:23
89	S135_A1.lcd	Unknown	3,83	359	34,77	10905	5,35	13/03/15 16:33
90	S138_A1.lcd	Unknown	3,845	531	33,91	11953	5,274	13/03/15 01:25
91	S144_A1.lcd	Unknown	3,825	621	68,72	10063	5,344	13/03/15 08:38
92	S145_A1.lcd	Unknown	3,836	910	106,78	12283	5,358	13/03/15 17:02
93	S150_A1.lcd	Unknown	3,835	735	137,15	7693	5,344	13/03/15 08:23
94	S151_A1.lcd	Unknown	-----	-----	-----	17485	5,296	12/03/15 23:30
95	S155_A1.lcd	Unknown	3,83	1132	54,96	6255	5,318	13/03/15 12:43
96	S158_A1.lcd	Unknown	-----	-----	-----	16140	5,269	13/03/15 00:13
97	S159_A1.lcd	Unknown	3,832	386	49,93	21487	5,019	13/03/15 16:47
98	S162_A1.lcd	Unknown	3,836	385	46,15	3687	5,339	13/03/15 18:14
99	S171_A1.lcd	Unknown	3,811	713	39,75	14804	5,326	13/03/15 09:50
100	S172_A1.lcd	Unknown	3,828	467	81,74	2538	5,171	13/03/15 16:04
101	S178_A1.lcd	Unknown	3,868	849	56,5	9860	5,043	13/03/15 07:11
102	S178_B1.lcd	Unknown	3,819	829	86,58	4544	5,267	13/03/15 13:40
103	S180_A1.lcd	Unknown	3,846	2038	177	9919	5,36	13/03/15 03:50
104	S189_A1.lcd	Unknown	3,826	302	26,69	24458	5,32	13/03/15 12:00
105	S190_A1.lcd	Unknown	-----	-----	-----	14345	5,244	13/03/15 00:42
106	S192_A1.lcd	Unknown	4,03	473	39,74	11488	5,199	13/03/15 00:56
107	S192_B1.lcd	Unknown	3,822	351	36,32	9103	5,335	13/03/15 19:11
108	S195_A1.lcd	Unknown	-----	-----	-----	9567	5,111	13/03/15 01:11
109	S199_A1.lcd	Unknown	3,834	699	51,96	6980	5,336	13/03/15 14:09
110	S200_A1.lcd	Unknown	3,842	468	58,75	17725	5,358	13/03/15 06:14
111	S202_A1.lcd	Unknown	3,842	811	33,77	6282	5,363	13/03/15 05:59
