ID#	1							
Name	2_3-dinor-8-iso-PGF2a							
	Data Filename	Sample Type	Ret. Time	Area	S/N	ISTD Area	ISTD Ret.Time	Date Acquired
85	S153_B1.lcd	Unknown	4,022	406	25,2	183131	5,2	06/03/15 09:23
86	S156_A1.lcd	Unknown	4,016	703	36,33	194850	5,204	06/03/15 06:45
87	S160_A1.lcd	Unknown	4,008	1142	89,51	179435	5,207	06/03/15 06:31
88	S163_A1.lcd	Unknown	4,03	1037	56,9	195370	5,206	05/03/15 22:21
89	S164_A1.lcd	Unknown	4,01	809	32,25	169899	5,202	05/03/15 23:33
90	S165_A1.lcd	Unknown	4,014	251	11,5	165517	5,208	06/03/15 00:59
91	S166_A1.lcd	Unknown	4,021	1092	45,12	223135	5,199	06/03/15 05:33
92	S167_A1.lcd	Unknown	4	116	20,27	177364	5,199	06/03/15 11:18
93	S169_A1.lcd	Unknown	4,036	372	26,07	175599	5,207	06/03/15 03:23
94	S173_A1.lcd	Unknown	4,009	366	24,57	115579	5,204	05/03/15 20:11
95	S174_A1.lcd	Unknown	3,864	130	13,93	218058	5,2	06/03/15 03:52
96	S176_A1.lcd	Unknown	4,003	789	52,97	187681	5,187	06/03/15 13:28
97	S179_A1.lcd	Unknown	4,042	652	58,91	187667	5,214	06/03/15 01:13
98	S179_B1.lcd	Unknown	3,971	730	41,94	217402	5,184	06/03/15 11:33
99	S182_A1.lcd	Unknown	3,998	828	41,69	186399	5,199	06/03/15 10:21
100	S183_A1.lcd	Unknown	4,02	986	58,77	186578	5,207	05/03/15 21:37
101	S187_A1.lcd	Unknown	4,016	574	25,39	200406	5,206	06/03/15 01:28
102	S193_A1.lcd	Unknown	-----	-----	-----	132248	5,202	06/03/15 04:50
103	S193_B1.lcd	Unknown	4,005	227	11,83	192352	5,2	06/03/15 07:14
104	S194_A1.lcd	Unknown	4,027	307	20,21	215043	5,211	05/03/15 20:40
105	S196_A1.lcd	Unknown	4,02	97	3,9	188509	5,218	05/03/15 20:25
106	S197_A1.lcd	Unknown	4,033	980	35,57	206437	5,212	05/03/15 22:49
107	S198_A1.lcd	Unknown	-----	-----	-----	179759	5,199	06/03/15 08:40
