ID#	1							
Name	2_3-dinor-8-iso-PGF2a							
	Data Filename	Sample Type	Ret. Time	Area	S/N	ISTD Area	ISTD Ret.Time	Date Acquired
70	S068_A3.lcd	Unknown	3,932	598	26,98	145566	5,097	11/03/15 20:44
71	S074_A1.lcd	Unknown	3,959	382	18,31	153703	5,135	11/03/15 23:46
72	S080_A1.lcd	Unknown	3,941	625	46,99	169964	5,131	12/03/15 00:58
73	S087_A1.lcd	Unknown	3,797	125	7,75	154310	5,134	12/03/15 01:27
74	S087_B1.lcd	Unknown	3,79	67	3,81	159410	5,098	12/03/15 12:15
75	S089_A1.lcd	Unknown	3,939	459	20,48	133059	5,132	12/03/15 03:37
76	S089_B1.lcd	Unknown	3,926	552	27,38	141130	5,096	12/03/15 10:06
77	S094_A1.lcd	Unknown	3,92	591	31,37	127506	5,096	12/03/15 12:44
78	S103_A1.lcd	Unknown	3,942	314	18,04	152528	5,103	12/03/15 12:30
79	S109_A1.lcd	Unknown	3,923	459	24,23	165199	5,086	12/03/15 11:03
80	S112_A1.lcd	Unknown	3,948	360	43,6	130448	5,134	12/03/15 06:15
81	S113_A1.lcd	Unknown	3,888	446	20,67	150606	5,053	11/03/15 16:06
82	S114_A1.lcd	Unknown	3,949	617	42,06	143008	5,132	12/03/15 05:18
83	S119_A1.lcd	Unknown	3,924	631	41,1	154964	5,102	12/03/15 15:08
84	S121_A1.lcd	Unknown	3,948	1776	74,93	145120	5,139	12/03/15 02:25
85	S123_A1.lcd	Unknown	3,923	387	19,88	175580	5,088	12/03/15 10:20
86	S127_A1.lcd	Unknown	-----	-----	-----	129078	5,122	12/03/15 05:03
87	S128_A1.lcd	Unknown	3,895	552	21,61	154111	5,09	11/03/15 21:27
88	S128_B1.lcd	Unknown	3,928	749	29,97	150898	5,099	12/03/15 14:25
89	S129_A1.lcd	Unknown	3,93	360	25,09	126037	5,097	12/03/15 09:37
90	S133_A1.lcd	Unknown	3,922	1329	56,33	159868	5,082	12/03/15 10:34
91	S136_A1.lcd	Unknown	3,893	642	20,86	179764	5,048	11/03/15 17:04
92	S136_B1.lcd	Unknown	3,923	671	43,22	157156	5,1	12/03/15 15:51
93	S140_A1.lcd	Unknown	3,884	189	9,48	202134	5,058	11/03/15 15:37
94	S142_A1.lcd	Unknown	3,931	737	56,44	163429	5,102	12/03/15 15:22
95	S152_A1.lcd	Unknown	3,941	1422	66,43	144866	5,12	12/03/15 06:30
96	S154_A1.lcd	Unknown	3,918	209	18,78	151863	5,096	12/03/15 12:58
97	S157_A1.lcd	Unknown	3,922	223	23,83	133562	5,104	12/03/15 15:37
98	S161_A1.lcd	Unknown	3,937	203	47,44	123262	5,131	12/03/15 01:13
99	S168_A1.lcd	Unknown	3,915	1614	48,17	151073	5,096	11/03/15 20:58
100	S170_A1.lcd	Unknown	3,882	1007	59,97	172161	5,053	11/03/15 18:01
101	S170_A3.lcd	Unknown	-----	-----	-----	200497	5,291	11/03/15 20:29
102	S175_A1.lcd	Unknown	3,927	848	34,07	148897	5,097	12/03/15 13:27
103	S177_A1.lcd	Unknown	-----	-----	-----	125641	5,132	12/03/15 02:10
104	S181_A1.lcd	Unknown	3,907	297	12,39	163037	5,092	12/03/15 09:08
105	S184_A1.lcd	Unknown	3,927	532	24,51	151533	5,116	12/03/15 08:11
106	S185_A1.lcd	Unknown	3,943	1838	120,61	144490	5,139	12/03/15 00:00
107	S186_A1.lcd	Unknown	3,926	1706	40,39	180130	5,104	12/03/15 09:51
108	S186_B1.lcd	Unknown	3,936	1495	56,7	158453	5,128	12/03/15 03:51
109	S188_A1.lcd	Unknown	3,963	591	37,2	151401	5,141	12/03/15 02:39
110	S191_A1.lcd	Unknown	3,932	1221	41,71	176881	5,122	12/03/15 07:42
111	S191_B1.lcd	Unknown	3,957	849	50,47	130239	5,13	12/03/15 05:47
112	S201_A1.lcd	Unknown	3,94	288	10,31	113616	5,131	12/03/15 07:13
113	S203_A1.lcd	Unknown	3,926	960	66,37	153221	5,11	12/03/15 14:39
