Sample Name	Acquisition Date & Time	Component Name	Area	IS Area	IS Name	Area Ratio	Retention Time	IS Retention Time
S0001BLANK_A6	01/11/2013 06:00:37	1-OG-Q	3714.04599999999	813.986760390104	2AG-ISTD	4.03271419498133	6.6860078028169	4.88580640365207
S0001QC_D1	01/11/2013 06:13:17	2-LG-Q	29763.0514336235	34592.0901272484	2AG-ISTD	0.860400493989778	4.72061473586519	4.62667191960657
S0001QC_D1	01/11/2013 06:13:17	1-LG-Q	215020.24535285	34592.0901272484	2AG-ISTD	6.21587896429181	4.95379729099864	4.62667191960657
S0001QC_D1	01/11/2013 06:13:17	1-OG-Q	853056.400499996	34592.0901272484	2AG-ISTD	24.6604468640661	6.19715885179764	4.62667191960657
S0041_A1	01/11/2013 06:25:59	2-LG-Q	41446.7974438969	31227.0437485051	2AG-ISTD	7.92750634554646	4.7223412891511	4.64067213933112
S0041_A1	01/11/2013 06:25:59	1-LG-Q	445188.729968754	31227.0437485051	2AG-ISTD	14.2590236265966	4.9561650032624	4.64067213933112
S0041_A1	01/11/2013 06:25:59	1-OG-Q	1535790.22699527	31227.0437485051	2AG-ISTD	43.1900797528247	6.19463680100908	4.64067213933112
S0027_A1	01/11/2013 06:38:40	2-LG-Q	12153.4091697231	28206.0436284924	2AG-ISTD	0.431092333610383	4.72050059469578	4.63153086509662
S0027_A1	01/11/2013 06:38:40	1-LG-Q	115677.718764895	28206.0436284924	2AG-ISTD	4.10116783085603	4.95123808264902	4.63153086509662
S0027_A1	01/11/2013 06:38:40	1-OG-Q	803394.715000001	28206.0436284924	2AG-ISTD	28.4830699966886	6.19737596254192	4.63153086509662
S0001_A1	01/11/2013 06:51:22	2-LG-Q	25648.2485822275	33687.1799069858	2AG-ISTD	0.761365262780833	4.71990080282323	4.6296577656407
S0001_A1	01/11/2013 06:51:22	1-LG-Q	206198.741645621	33687.1799069858	2AG-ISTD	6.12098555637367	4.95076371687046	4.6296577656407
S0001_A1	01/11/2013 06:51:22	1-OG-Q	722583.898689359	33687.1799069858	2AG-ISTD	27.4499967252977	6.19531146084758	4.6296577656407
S0024_B1	01/11/2013 07:04:04	2-LG-Q	23184.9379209805	37632.4740792736	2AG-ISTD	0.616072647047924	4.72140594671679	4.63488909913864
S0024_B1	01/11/2013 07:04:04	1-LG-Q	201528.766927634	37632.4740792736	2AG-ISTD	5.95518250814733	4.95363735068427	4.63488909913864
S0024_B1	01/11/2013 07:04:04	1-OG-Q	683088.221000001	37632.4740792736	2AG-ISTD	18.1515629177359	6.19732785305698	4.63488909913864
S0032_A1	01/11/2013 07:16:46	2-LG-Q	21655.4802307706	35565.8127619596	2AG-ISTD	0.608884728031095	4.71834715204797	4.6250889945155
S0032_A1	01/11/2013 07:16:46	1-LG-Q	217077.823803943	35565.8127619596	2AG-ISTD	6.10338431619138	4.95357394291086	4.6250889945155
S0032_A1	01/11/2013 07:16:46	1-OG-Q	762027.405499995	35565.8127619596	2AG-ISTD	27.4258397692247	6.19604902644924	4.6250889945155
S0022_A1	01/11/2013 07:29:27	2-LG-Q	16533.0433211973	23597.9599467412	2AG-ISTD	0.701063582537638	4.7140665479865	4.62666759215286
S0022_A1	01/11/2013 07:29:27	1-LG-Q	127952.661031609	23597.9599467412	2AG-ISTD	5.42370856620685	4.95234538510565	4.62666759215286
S0022_A1	01/11/2013 07:29:27	1-OG-Q	432476.296500001	23597.9599467412	2AG-ISTD	18.9319782105119	6.19860708788647	4.62666759215286
S0044_A1	01/11/2013 07:42:08	2-LG-Q	14405.4357214933	36793.1093119799	2AG-ISTD	0.991525369583343	4.7302437335589	4.62683525828858
S0044_A1	01/11/2013 07:42:08	1-LG-Q	141187.445503447	36793.1093119799	2AG-ISTD	3.83733389603677	4.95176878316572	4.62683525828858
S0044_A1	01/11/2013 07:42:08	1-OG-Q	687277.110999999	36793.1093119799	2AG-ISTD	18.6793430577563	6.19960680148169	4.62683525828858
S0038_A1	01/11/2013 07:54:50	2-LG-Q	15675.0221214906	33040.7576228075	2AG-ISTD	0.474414730450081	4.71587702776361	4.62915058440484
S0038_A1	01/11/2013 07:54:50	1-LG-Q	119026.08976214	33040.7576228075	2AG-ISTD	3.60241708501193	4.9530110524881	4.62915058440484
S0038_A1	01/11/2013 07:54:50	1-OG-Q	663524.1055	33040.7576228075	2AG-ISTD	20.0819882242041	6.19653040866978	4.62915058440484
S0003_A1	01/11/2013 08:07:31	2-LG-Q	9317.70833605281	36334.4211669143	2AG-ISTD	0.256443010148663	4.71921364630775	4.62015973246355
S0003_A1	01/11/2013 08:07:31	1-LG-Q	102753.293593038	36334.4211669143	2AG-ISTD	2.82815276238966	4.95214300656325	4.62015973246355
S0003_A1	01/11/2013 08:07:31	1-OG-Q	620703.078999997	36334.4211669143	2AG-ISTD	17.0832384021906	6.19308795893421	4.62015973246355
S0002_B1	01/11/2013 08:20:13	2-LG-Q	23543.2582849433	31568.9114150661	2AG-ISTD	0.745977761537931	4.71768893822641	4.63514687277348
S0002_B1	01/11/2013 08:20:13	1-LG-Q	205123.715295367	31568.9114150661	2AG-ISTD	6.49777280128676	4.95466379496817	4.63514687277348
S0002_B1	01/11/2013 08:20:13	1-OG-Q	799917.953499996	31568.9114150661	2AG-ISTD	25.939060521249	6.19840392918776	4.63514687277348
S0001BLANK_A7	01/11/2013 08:32:54	2-LG-Q	533.074695722186	1052.96643426495	2AG-ISTD	0.006548554158821	4.6934056589491	4.02012764401968
S0001BLANK_A7	01/11/2013 08:32:54	1-LG-Q	408.464416739475	1052.96643426495	2AG-ISTD	0.988138963235535	4.94003333333333	4.02012764401968
S0001BLANK_A7	01/11/2013 08:32:54	1-OG-Q	2516.99650000001	1052.96643426495	2AG-ISTD	2.99174912658447	6.23346634958383	4.02012764401968
S0001QC_D2	01/11/2013 08:45:36	2-LG-Q	25525.6574443608	33950.1992812193	2AG-ISTD	0.751855894362339	4.7236914066992	4.62667046988902
S0001QC_D2	01/11/2013 08:45:36	1-LG-Q	229677.239781945	33950.1992812193	2AG-ISTD	6.76512199175806	4.95330459232979	4.62667046988902
S0001QC_D2	01/11/2013 08:45:36	1-OG-Q	928544.050500002	33950.1992812193	2AG-ISTD	27.9501944070666	6.19423519883305	4.62667046988902
S0001QC_F1	01/11/2013 08:58:17	2-LG-Q	26820.7115323902	36007.1578284957	2AG-ISTD	0.744995804306078	4.72673457557606	4.6315764847058
S0001QC_F1	01/11/2013 08:58:17	1-LG-Q	164935.763549032	36007.1578284957	2AG-ISTD	4.08140164087948	4.95337722034508	4.6315764847058
S0001QC_F1	01/11/2013 08:58:17	1-OG-Q	743343.980999993	36007.1578284957	2AG-ISTD	20.647779844781	6.19241867149364	4.6315764847058
S0001BLANK_A8	01/11/2013 09:10:58	2-LG-Q	686.004397829894	640.987998516745	2AG-ISTD	7.07123243942548	4.70486187796628	4.82236336957888
S0001BLANK_A8	01/11/2013 09:10:58	1-LG-Q	908.019841123539	640.987998516745	2AG-ISTD	7.41792139019888	4.95407034080632	4.82236336957888
S0001BLANK_A8	01/11/2013 09:10:58	1-OG-Q	1827.0975	640.987998516745	2AG-ISTD	2.85389092898843	6.05359798923679	4.82236336957888
S0001QC_F2	01/11/2013 09:23:40	2-LG-Q	32345.2304762196	35626.4445690335	2AG-ISTD	0.907899479375329	4.71655197633672	4.62853695506698
S0001QC_F2	01/11/2013 09:23:40	1-LG-Q	213683.64285909	35626.4445690335	2AG-ISTD	5.99789413296727	4.95054843131339	4.62853695506698
S0001QC_F2	01/11/2013 09:23:40	1-OG-Q	882376.223999998	35626.4445690335	2AG-ISTD	24.7674511075674	6.19231435406864	4.62853695506698
S0001BLANK_A9	01/11/2013 09:36:23	2-LG-Q	954.269302346939	184.067831928745	2AG-ISTD	5.1843349940491	4.69909691625787	4.93742856478496
S0001BLANK_A9	01/11/2013 09:36:23	1-LG-Q	950.035898291464	184.067831928745	2AG-ISTD	5.16133584199132	4.94261948902061	4.93742856478496
S0001BLANK_A9	01/11/2013 09:36:23	1-OG-Q	2513.77999999999	184.067831928745	2AG-ISTD	13.6568132174943	6.25672919343326	4.93742856478496
