Sample Name	Acquisition Date & Time	Component Name	Area	IS Area	IS Name	Area Ratio	Retention Time	IS Retention Time
S0031_A1	01/11/2013 04:44:32	1-LG-Q	202890.794747665	34250.6667016181	2AG-ISTD	5.92370351547287	4.95564606571523	4.63135742218027
S0031_A1	01/11/2013 04:44:32	1-OG-Q	1157542.24750001	34250.6667016181	2AG-ISTD	33.7961960736176	6.19975907248652	4.63135742218027
S0013_B1	01/11/2013 04:57:14	2-LG-Q	8584.99493273498	35735.2427566605	2AG-ISTD	0.240222096466239	4.73013293701435	4.64758033041241
S0013_B1	01/11/2013 04:57:14	1-LG-Q	81544.7077643889	35735.2427566605	2AG-ISTD	2.28191279739356	4.95610117821279	4.64758033041241
S0013_B1	01/11/2013 04:57:14	1-OG-Q	579240.951499995	35735.2427566605	2AG-ISTD	16.2092183182954	6.19371684630077	4.64758033041241
S0034_A1	01/11/2013 05:09:54	2-LG-Q	20183.0768381922	38885.6199225621	2AG-ISTD	0.019191332898827	4.72114080061707	4.63012412456924
S0034_A1	01/11/2013 05:09:54	1-LG-Q	155303.948331624	38885.6199225621	2AG-ISTD	3.99386582085873	4.95474759023971	4.63012412456924
S0034_A1	01/11/2013 05:09:54	1-OG-Q	492447.873499999	38885.6199225621	2AG-ISTD	12.6640098442734	6.20153094548932	4.63012412456924
S0020_A1	01/11/2013 05:22:35	2-LG-Q	16078.0792769271	39403.9671967399	2AG-ISTD	0.408050895667044	4.71409469819038	4.62809870594264
S0020_A1	01/11/2013 05:22:35	1-LG-Q	106400.984287541	39403.9671967399	2AG-ISTD	2.70028659622632	4.95555788698478	4.62809870594264
S0020_A1	01/11/2013 05:22:35	1-OG-Q	553453.858000001	39403.9671967399	2AG-ISTD	14.0458518490722	6.199215018312	4.62809870594264
S0033_A1	01/11/2013 05:35:16	2-LG-Q	19656.7854818655	29102.7912140662	2AG-ISTD	0.675426124500553	4.72011574667029	4.6268485554209
S0033_A1	01/11/2013 05:35:16	1-LG-Q	172293.92472029	29102.7912140662	2AG-ISTD	5.92016495782081	4.96020762328622	4.6268485554209
S0033_A1	01/11/2013 05:35:16	1-OG-Q	1015593.442	29102.7912140662	2AG-ISTD	34.8967710529817	6.19734915771441	4.6268485554209
S0015_A1	01/11/2013 05:47:56	2-LG-Q	29167.8045526063	36547.2990672597	2AG-ISTD	0.798214767869051	4.71457540140343	4.63089701878342
S0015_A1	01/11/2013 05:47:56	1-LG-Q	205476.178566566	36547.2990672597	2AG-ISTD	5.62312188705597	4.95811975406899	4.63089701878342
S0015_A1	01/11/2013 05:47:56	1-OG-Q	727047.223500002	36547.2990672597	2AG-ISTD	13.8965893949682	6.20153216109458	4.63089701878342
S0001BLANK_A6	01/11/2013 06:00:37	2-LG-Q	1227.95158474819	813.986760390104	2AG-ISTD	7.49789042742631	4.72817160377303	4.88580640365207
S0001BLANK_A6	01/11/2013 06:00:37	1-LG-Q	337.199342264788	813.986760390104	2AG-ISTD	0.404203922097919	4.94953333333333	4.88580640365207
